 0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;4.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 2.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 2.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
 2.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;1.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000;0.00000000000000E+0000
